Count of PPA,Borough,Gender,Age Group,Self Classified Ethnicity,Offence Type,Charged/Summonsed,Proceedings Date
1,Lambeth,Male,20 to 24,Black,Murder,Charge or Summons,August 2004
1,Southwark,Female,35 to 39,Black,Murder,Charge or Summons,August 2004
1,Brent,Male,20 to 24,Not stated,Murder,Charge or Summons,August 2004
1,Brent,Male,15 to 19,Not stated,Murder,Charge or Summons,August 2004
1,Lambeth,Male,20 to 24,Black,Murder,Charge or Summons,August 2004
1,Newham,Male,10 to 14,White ,Murder,Charge or Summons,August 2004
1,Lewisham,Male,15 to 19,White ,Murder,Charge or Summons,August 2004
1,Kensington & Chelsea,Male,25 to 29,Not stated,Murder,Charge or Summons,August 2004
1,Newham,Male,20 to 24,Black,Murder,Charge or Summons,August 2004
1,Greenwich,Male,60 to 64,White ,Murder,Charge or Summons,August 2004
1,Waltham Forest,Female,25 to 29,Not stated,Manslaughter,Charge or Summons,August 2004
1,Enfield,Male,40 to 44,Black,Murder,Charge or Summons,August 2004
1,Hounslow,Male,15 to 19,Black,Murder,Charge or Summons,August 2004
1,Hounslow,Male,15 to 19,Black,Murder,Charge or Summons,August 2004
1,Hounslow,Male,15 to 19,Black,Murder,Charge or Summons,August 2004
1,Hounslow,Male,15 to 19,Black,Murder,Charge or Summons,August 2004
1,Hounslow,Male,15 to 19,Asian ,Murder,Charge or Summons,August 2004
1,Hillingdon,Male,25 to 29,White ,Murder,Charge or Summons,August 2004
1,Croydon,Male,40 to 44,Asian ,Murder,Charge or Summons,August 2004
1,Bromley,Male,40 to 44,White ,Murder,Charge or Summons,August 2004
1,Haringey,Male,15 to 19,Black,Murder,Charge or Summons,August 2004
1,Haringey,Male,15 to 19,Black,Murder,Charge or Summons,August 2004
1,Haringey,Male,15 to 19,Black,Murder,Charge or Summons,August 2004
1,Haringey,Male,15 to 19,Black,Murder,Charge or Summons,August 2004
1,Greenwich,Female,35 to 39,White ,Murder,Charge or Summons,August 2004
1,Newham,Male,30 to 34,White ,Manslaughter,Charge or Summons,August 2004
1,Brent,Male,15 to 19,Asian ,Murder,Charge or Summons,September 2004
1,Redbridge,Male,15 to 19,Asian ,Murder,Charge or Summons,September 2004
1,Haringey,Male,30 to 34,Black,Murder,Charge or Summons,September 2004
1,Newham,Male,15 to 19,Asian ,Murder,Charge or Summons,September 2004
1,Haringey,Male,20 to 24,Mixed,Murder,Charge or Summons,September 2004
1,Haringey,Male,30 to 34,Mixed,Murder,Charge or Summons,September 2004
1,Kensington & Chelsea,Male,20 to 24,White ,Murder,Charge or Summons,September 2004
1,Newham,Male,25 to 29,Black,Murder,Charge or Summons,September 2004
1,Kensington & Chelsea,Male,20 to 24,Not stated,Murder,Charge or Summons,September 2004
1,Barking & Dagenham,Female,35 to 39,White ,Murder,Charge or Summons,September 2004
1,Kensington & Chelsea,Male,20 to 24,Black,Murder,Charge or Summons,September 2004
1,Tower Hamlets,Male,30 to 34,Mixed,Murder,Charge or Summons,September 2004
1,Hounslow,Male,15 to 19,Black,Murder,Charge or Summons,September 2004
1,Haringey,Male,45 to 49,White ,Murder,Charge or Summons,September 2004
1,Brent,Male,25 to 29,Black,Murder,Charge or Summons,September 2004
1,Brent,Male,20 to 24,Black,Murder,Charge or Summons,September 2004
1,Richmond Upon Thames,Male,40 to 44,Black,Murder,Charge or Summons,September 2004
1,Islington,Male,10 to 14,Black,Murder,Charge or Summons,September 2004
1,Croydon,Female,20 to 24,White ,Murder,Charge or Summons,September 2004
1,Hackney,Male,35 to 39,White ,Murder,Charge or Summons,September 2004
1,Haringey,Male,20 to 24,White ,Murder,Charge or Summons,September 2004
1,Hackney,Male,15 to 19,Black,Murder,Charge or Summons,September 2004
1,Croydon,Male,20 to 24,White ,Murder,Charge or Summons,September 2004
1,Croydon,Male,20 to 24,White ,Murder,Charge or Summons,September 2004
1,Hackney,Male,20 to 24,Other Ethnic groups,Murder,Charge or Summons,September 2004
1,Hammersmith & Fulham,Male,40 to 44,White ,Manslaughter,Charge or Summons,September 2004
1,Redbridge,Male,35 to 39,Black,Murder,Charge or Summons,October 2004
1,Lewisham,Male,20 to 24,Black,Murder,Charge or Summons,October 2004
1,Lambeth,Male,20 to 24,Black,Murder,Charge or Summons,October 2004
1,Brent,Male,25 to 29,Black,Murder,Charge or Summons,October 2004
1,Camden,Male,20 to 24,White ,Murder,Charge or Summons,October 2004
1,Lewisham,Male,20 to 24,White ,Murder,Charge or Summons,October 2004
1,Croydon,Male,15 to 19,White ,Murder,Charge or Summons,October 2004
1,Croydon,Male,15 to 19,White ,Murder,Charge or Summons,October 2004
1,Croydon,Male,15 to 19,White ,Murder,Charge or Summons,October 2004
1,Hackney,Male,25 to 29,Other Ethnic groups,Murder,Charge or Summons,October 2004
1,Westminster,Male,30 to 34,Black,Murder,Charge or Summons,October 2004
1,Enfield,Male,20 to 24,Black,Murder,Charge or Summons,October 2004
1,Islington,Male,15 to 19,Black,Murder,Charge or Summons,October 2004
1,Islington,Male,15 to 19,White ,Murder,Charge or Summons,October 2004
1,Islington,Male,15 to 19,Black,Murder,Charge or Summons,October 2004
1,Greenwich,Male,15 to 19,Black,Murder,Charge or Summons,October 2004
1,Hounslow,Male,25 to 29,Asian ,Murder,Charge or Summons,October 2004
1,Barking & Dagenham,Male,15 to 19,Not stated,Murder,Charge or Summons,October 2004
1,Westminster,Male,25 to 29,White ,Murder,Charge or Summons,October 2004
1,Hackney,Male,25 to 29,White ,Murder,Charge or Summons,October 2004
1,Camden,Male,15 to 19,White ,Murder,Charge or Summons,November 2004
1,Westminster,Male,50 to 54,White ,Murder,Charge or Summons,November 2004
1,Hammersmith & Fulham,Male,15 to 19,Other Ethnic groups,Murder,Charge or Summons,November 2004
1,Southwark,Male,40 to 44,Black,Murder,Charge or Summons,November 2004
1,Kensington & Chelsea,Male,25 to 29,Other Ethnic groups,Murder,Charge or Summons,November 2004
1,Lewisham,Male,20 to 24,Black,Murder,Charge or Summons,November 2004
1,Enfield,Female,20 to 24,Black,Manslaughter,Charge or Summons,November 2004
1,Hackney,Male,20 to 24,Black,Murder,Charge or Summons,November 2004
1,Hackney,Female,20 to 24,Black,Murder,Charge or Summons,November 2004
1,Hounslow,Male,15 to 19,Black,Murder,Charge or Summons,November 2004
1,Islington,Male,15 to 19,White ,Murder,Charge or Summons,November 2004
1,Islington,Male,15 to 19,White ,Murder,Charge or Summons,November 2004
1,Islington,Male,15 to 19,Black,Murder,Charge or Summons,November 2004
1,Newham,Male,20 to 24,Not stated,Murder,Charge or Summons,November 2004
1,Newham,Male,25 to 29,Black,Murder,Charge or Summons,November 2004
1,Newham,Male,20 to 24,Not stated,Murder,Charge or Summons,November 2004
1,Hackney,Male,15 to 19,Black,Murder,Charge or Summons,November 2004
1,Lambeth,Male,15 to 19,Black,Murder,Charge or Summons,November 2004
1,Lambeth,Male,15 to 19,White ,Murder,Charge or Summons,November 2004
1,Lambeth,Male,15 to 19,Asian ,Murder,Charge or Summons,November 2004
1,Lambeth,Male,15 to 19,White ,Murder,Charge or Summons,November 2004
1,Lambeth,Female,10 to 14,White ,Murder,Charge or Summons,November 2004
1,Lambeth,Male,20 to 24,Black,Murder,Charge or Summons,November 2004
1,Wandsworth,Male,20 to 24,Black,Murder,Charge or Summons,November 2004
1,Barking & Dagenham,Male,25 to 29,Asian ,Murder,Charge or Summons,November 2004
1,Barking & Dagenham,Male,20 to 24,Asian ,Murder,Charge or Summons,November 2004
1,Barking & Dagenham,Male,20 to 24,Asian ,Murder,Charge or Summons,November 2004
1,Lambeth,Male,30 to 34,Mixed,Murder,Charge or Summons,November 2004
1,Brent,Male,50 to 54,Mixed,Murder,Charge or Summons,November 2004
1,Barnet,Male,40 to 44,White ,Murder,Charge or Summons,November 2004
1,Barnet,Male,35 to 39,White ,Murder,Charge or Summons,November 2004
1,Lambeth,Male,30 to 34,Not stated,Murder,Charge or Summons,November 2004
1,Barking & Dagenham,Male,40 to 44,White ,Murder,Charge or Summons,December 2004
1,Barking & Dagenham,Male,25 to 29,White ,Murder,Charge or Summons,December 2004
1,Barking & Dagenham,Male,30 to 34,White ,Murder,Charge or Summons,December 2004
1,Barking & Dagenham,Male,20 to 24,Mixed,Murder,Charge or Summons,December 2004
1,Brent,Male,20 to 24,Black,Murder,Charge or Summons,December 2004
1,Barking & Dagenham,Male,15 to 19,White ,Murder,Charge or Summons,December 2004
1,Tower Hamlets,Male,20 to 24,Black,Murder,Charge or Summons,December 2004
1,Croydon,Male,15 to 19,White ,Murder,Charge or Summons,December 2004
1,Islington,Male,15 to 19,Black,Murder,Charge or Summons,December 2004
1,Islington,Male,15 to 19,Black,Murder,Charge or Summons,December 2004
1,Islington,Male,15 to 19,Black,Murder,Charge or Summons,December 2004
1,Ealing,Male,50 to 54,Asian ,Murder,Charge or Summons,December 2004
1,Wandsworth,Male,25 to 29,Black,Murder,Charge or Summons,December 2004
1,Ealing,Male,45 to 49,White ,Murder,Charge or Summons,December 2004
1,Newham,Female,25 to 29,White ,Murder,Charge or Summons,December 2004
1,Kensington & Chelsea,Male,20 to 24,Mixed,Murder,Charge or Summons,December 2004
1,Haringey,Male,25 to 29,White ,Murder,Charge or Summons,December 2004
1,Camden,Male,20 to 24,White ,Murder,Charge or Summons,December 2004
1,Tower Hamlets,Female,35 to 39,White ,Murder,Charge or Summons,December 2004
1,Enfield,Male,25 to 29,Not stated,Murder,Charge or Summons,December 2004
1,Lewisham,Male,25 to 29,White ,Murder,Charge or Summons,January 2005
1,Westminster,Male,30 to 34,White ,Murder,Charge or Summons,January 2005
1,Kensington & Chelsea,Male,20 to 24,Black,Murder,Charge or Summons,January 2005
1,Kensington & Chelsea,Male,20 to 24,Black,Murder,Charge or Summons,January 2005
1,Brent,Male,25 to 29,Black,Murder,Charge or Summons,January 2005
1,Brent,Male,25 to 29,Black,Murder,Charge or Summons,January 2005
1,Southwark,Male,20 to 24,Black,Murder,Charge or Summons,January 2005
1,Westminster,Male,25 to 29,Asian ,Murder,Charge or Summons,January 2005
1,Westminster,Female,20 to 24,Asian ,Murder,Charge or Summons,January 2005
1,Hackney,Male,15 to 19,White ,Murder,Charge or Summons,January 2005
1,Brent,Male,15 to 19,Mixed,Murder,Charge or Summons,January 2005
1,Lambeth,Male,15 to 19,Black,Murder,Charge or Summons,January 2005
1,Brent,Male,20 to 24,White ,Murder,Charge or Summons,January 2005
1,Enfield,Male,40 to 44,Asian ,Murder,Charge or Summons,January 2005
1,Enfield,Male,25 to 29,Asian ,Murder,Charge or Summons,January 2005
1,Haringey,Male,20 to 24,Mixed,Murder,Charge or Summons,January 2005
1,Barking & Dagenham,Male,30 to 34,White ,Murder,Charge or Summons,January 2005
1,Newham,Male,35 to 39,White ,Murder,Charge or Summons,January 2005
1,Croydon,Female,40 to 44,White ,Murder,Charge or Summons,January 2005
1,Richmond Upon Thames,Male,25 to 29,White ,Murder,Charge or Summons,January 2005
1,Redbridge,Female,25 to 29,White ,Murder,Charge or Summons,January 2005
1,Redbridge,Male,35 to 39,White ,Murder,Charge or Summons,January 2005
1,Redbridge,Male,25 to 29,White ,Murder,Charge or Summons,January 2005
1,Southwark,Male,25 to 29,Black,Murder,Charge or Summons,February 2005
1,Hackney,Male,15 to 19,White ,Murder,Charge or Summons,February 2005
1,Hammersmith & Fulham,Male,15 to 19,Black,Murder,Charge or Summons,February 2005
1,Hammersmith & Fulham,Male,20 to 24,Black,Murder,Charge or Summons,February 2005
1,Hammersmith & Fulham,Male,20 to 24,Black,Murder,Charge or Summons,February 2005
1,Barnet,Male,25 to 29,White ,Murder,Charge or Summons,February 2005
1,Barnet,Male,50 to 54,White ,Murder,Charge or Summons,February 2005
1,Barnet,Male,20 to 24,White ,Murder,Charge or Summons,February 2005
1,Haringey,Male,30 to 34,Not stated,Murder,Charge or Summons,February 2005
1,Haringey,Male,15 to 19,Black,Murder,Charge or Summons,February 2005
1,Enfield,Male,30 to 34,White ,Murder,Charge or Summons,February 2005
1,Lambeth,Male,65 and over,White ,Murder,Charge or Summons,February 2005
1,Barking & Dagenham,Male,15 to 19,White ,Murder,Charge or Summons,February 2005
1,Enfield,Male,15 to 19,White ,Murder,Charge or Summons,February 2005
1,Redbridge,Male,60 to 64,Asian ,Murder,Charge or Summons,February 2005
1,Hounslow,Male,45 to 49,Asian ,Manslaughter,Charge or Summons,February 2005
1,Enfield,Female,20 to 24,White ,Manslaughter,Charge or Summons,March 2005
1,Brent,Male,20 to 24,Black,Murder,Charge or Summons,March 2005
1,Haringey,Male,25 to 29,Not stated,Murder,Charge or Summons,March 2005
1,Haringey,Male,20 to 24,Black,Murder,Charge or Summons,March 2005
1,Haringey,Male,15 to 19,White ,Murder,Charge or Summons,March 2005
1,Enfield,Male,40 to 44,White ,Murder,Charge or Summons,March 2005
1,Brent,Male,25 to 29,White ,Murder,Charge or Summons,March 2005
1,Brent,Male,25 to 29,White ,Murder,Charge or Summons,March 2005
1,Hounslow,Male,20 to 24,White ,Murder,Charge or Summons,March 2005
1,Hounslow,Male,15 to 19,White ,Murder,Charge or Summons,March 2005
1,Hounslow,Male,20 to 24,White ,Murder,Charge or Summons,March 2005
1,Hounslow,Male,15 to 19,White ,Murder,Charge or Summons,March 2005
1,Lambeth,Male,25 to 29,White ,Murder,Charge or Summons,March 2005
1,Greenwich,Male,20 to 24,Mixed,Murder,Charge or Summons,March 2005
1,Greenwich,Male,20 to 24,White ,Murder,Charge or Summons,March 2005
1,Greenwich,Male,20 to 24,White ,Murder,Charge or Summons,March 2005
1,Greenwich,Male,15 to 19,White ,Murder,Charge or Summons,March 2005
1,Camden,Male,25 to 29,White ,Murder,Charge or Summons,March 2005
1,Kensington & Chelsea,Male,65 and over,White ,Murder,Charge or Summons,March 2005
1,Greenwich,Female,35 to 39,White ,Murder,Charge or Summons,March 2005
1,Camden,Male,35 to 39,White ,Murder,Charge or Summons,March 2005
1,Hounslow,Male,20 to 24,White ,Murder,Charge or Summons,March 2005
1,Greenwich,Male,40 to 44,White ,Murder,Charge or Summons,March 2005
1,Newham,Male,45 to 49,Other Ethnic groups,Murder,Charge or Summons,March 2005
1,Southwark,Male,25 to 29,White ,Murder,Charge or Summons,March 2005
1,Barnet,Male,40 to 44,Not stated,Manslaughter,Charge or Summons,March 2005
1,Havering,Male,30 to 34,White ,Murder,Charge or Summons,April 2005
1,Croydon,Male,15 to 19,Other Ethnic groups,Murder,Charge or Summons,April 2005
1,Croydon,Male,20 to 24,Black,Murder,Charge or Summons,April 2005
1,Camden,Female,15 to 19,Asian ,Murder,Charge or Summons,April 2005
1,Camden,Male,20 to 24,White ,Murder,Charge or Summons,April 2005
1,Camden,Male,20 to 24,White ,Murder,Charge or Summons,April 2005
1,Islington,Female,25 to 29,Asian ,Murder,Charge or Summons,April 2005
1,Islington,Male,15 to 19,Asian ,Murder,Charge or Summons,April 2005
1,Ealing,Male,30 to 34,Black,Murder,Charge or Summons,April 2005
1,Hounslow,Female,35 to 39,Asian ,Infanticide,Charge or Summons,April 2005
1,Wandsworth,Male,20 to 24,Black,Murder,Charge or Summons,April 2005
1,Lewisham,Male,20 to 24,Black,Murder,Charge or Summons,April 2005
1,Camden,Male,40 to 44,White ,Murder,Charge or Summons,April 2005
1,Enfield,Male,20 to 24,Black,Murder,Charge or Summons,April 2005
1,Hounslow,Male,15 to 19,Black,Murder,Charge or Summons,April 2005
1,Kensington & Chelsea,Male,25 to 29,Black,Murder,Charge or Summons,April 2005
1,Westminster,Male,40 to 44,White ,Murder,Charge or Summons,April 2005
1,Redbridge,Female,15 to 19,Black,Murder,Charge or Summons,April 2005
1,Barnet,Male,40 to 44,White ,Murder,Charge or Summons,April 2005
1,Wandsworth,Male,55 to 59,Black,Murder,Charge or Summons,April 2005
1,Southwark,Male,20 to 24,Black,Murder,Charge or Summons,May 2005
1,Kensington & Chelsea,Male,30 to 34,Black,Murder,Charge or Summons,May 2005
1,Lambeth,Male,35 to 39,Black,Murder,Charge or Summons,May 2005
1,Lambeth,Male,30 to 34,Black,Murder,Charge or Summons,May 2005
1,Southwark,Male,55 to 59,White ,Murder,Charge or Summons,May 2005
1,Ealing,Male,15 to 19,Asian ,Murder,Charge or Summons,May 2005
1,Kensington & Chelsea,Male,65 and over,Black,Murder,Charge or Summons,May 2005
1,Westminster,Male,15 to 19,Not stated,Murder,Charge or Summons,May 2005
1,Newham,Male,20 to 24,Mixed,Murder,Charge or Summons,May 2005
1,Waltham Forest,Male,35 to 39,Not stated,Murder,Charge or Summons,May 2005
1,Newham,Male,30 to 34,White ,Murder,Charge or Summons,May 2005
1,Southwark,Male,25 to 29,Black,Murder,Charge or Summons,June 2005
1,Newham,Male,15 to 19,White ,Murder,Charge or Summons,June 2005
1,Enfield,Male,15 to 19,White ,Murder,Charge or Summons,June 2005
1,Enfield,Male,15 to 19,White ,Murder,Charge or Summons,June 2005
1,Barnet,Female,15 to 19,Not stated,Murder,Charge or Summons,June 2005
1,Haringey,Male,15 to 19,Black,Murder,Charge or Summons,June 2005
1,Haringey,Male,15 to 19,Black,Murder,Charge or Summons,June 2005
1,Haringey,Male,15 to 19,Black,Murder,Charge or Summons,June 2005
1,Haringey,Male,15 to 19,Black,Murder,Charge or Summons,June 2005
1,Haringey,Male,15 to 19,Black,Murder,Charge or Summons,June 2005
1,Newham,Male,20 to 24,Not stated,Manslaughter,Charge or Summons,June 2005
1,Hammersmith & Fulham,Male,45 to 49,Black,Murder,Charge or Summons,June 2005
1,Newham,Male,25 to 29,White ,Murder,Charge or Summons,June 2005
1,Newham,Male,25 to 29,White ,Murder,Charge or Summons,June 2005
1,Lewisham,Male,45 to 49,Asian ,Murder,Charge or Summons,June 2005
1,Redbridge,Male,45 to 49,White ,Murder,Charge or Summons,June 2005
1,Barking & Dagenham,Male,35 to 39,Asian ,Murder,Charge or Summons,June 2005
1,Barking & Dagenham,Male,25 to 29,Mixed,Murder,Charge or Summons,June 2005
1,Waltham Forest,Male,15 to 19,White ,Murder,Charge or Summons,July 2005
1,Kensington & Chelsea,Male,20 to 24,Not stated,Murder,Charge or Summons,July 2005
1,Haringey,Male,20 to 24,Black,Murder,Charge or Summons,July 2005
1,Ealing,Male,40 to 44,White ,Murder,Charge or Summons,July 2005
1,Camden,Male,45 to 49,White ,Murder,Charge or Summons,July 2005
1,Harrow,Male,35 to 39,White ,Murder,Charge or Summons,July 2005
1,Westminster,Male,30 to 34,Black,Murder,Charge or Summons,July 2005
1,Bromley,Male,35 to 39,White ,Murder,Charge or Summons,July 2005
1,Newham,Male,15 to 19,Black,Murder,Charge or Summons,July 2005
1,Lambeth,Male,25 to 29,White ,Murder,Charge or Summons,July 2005
1,Lambeth,Male,35 to 39,White ,Murder,Charge or Summons,July 2005
1,Camden,Male,25 to 29,White ,Murder,Charge or Summons,July 2005
1,Ealing,Male,15 to 19,Black,Murder,Charge or Summons,July 2005
1,Ealing,Male,20 to 24,Not stated,Murder,Charge or Summons,July 2005
1,Havering,Male,15 to 19,Not stated,Murder,Charge or Summons,July 2005
1,Havering,Male,20 to 24,Black,Murder,Charge or Summons,July 2005
1,Havering,Male,15 to 19,White ,Murder,Charge or Summons,July 2005
1,Enfield,Male,25 to 29,White ,Murder,Charge or Summons,July 2005
1,Enfield,Male,25 to 29,White ,Murder,Charge or Summons,July 2005
1,Enfield,Male,15 to 19,White ,Murder,Charge or Summons,July 2005
1,Hackney,Male,35 to 39,Black,Murder,Charge or Summons,July 2005
1,Ealing,Male,20 to 24,Mixed,Murder,Charge or Summons,August 2005
1,Ealing,Male,50 to 54,White ,Murder,Charge or Summons,August 2005
1,Ealing,Male,50 to 54,White ,Murder,Charge or Summons,August 2005
1,Ealing,Male,50 to 54,White ,Murder,Charge or Summons,August 2005
1,Southwark,Male,45 to 49,Black,Murder,Charge or Summons,August 2005
1,Barnet,Male,15 to 19,Black,Murder,Charge or Summons,August 2005
1,Barnet,Male,10 to 14,White ,Murder,Charge or Summons,August 2005
